clinician_id,signup_date,specialty,state,ehr_system,practice_size,org_type,annual_patient_volume,converted_to_enterprise,conversion_date
CLN_37436,2024-10-21,Cardiology,KY,Allscripts,Medium (11-50),Academic Medical Center,18216,0,
CLN_37437,2025-06-24,Gynecology,IN,Cerner,Medium (11-50),Private Practice,17304,0,
CLN_37438,2025-05-10,Cardiology,VA,Cerner,Medium (11-50),FQHC,7227,0,
CLN_37439,2024-01-20,Urology,VA,None,Small (2-10),Multi-Specialty Group,2058,0,
CLN_37440,2024-07-26,Primary Care,PA,Epic,Solo,Telehealth-Native,437,0,
CLN_37441,2026-02-09,Primary Care,WA,Cerner,Small (2-10),Urgent Care Chain,1824,0,
CLN_37442,2025-05-05,Internal Medicine,KY,Cerner,Medium (11-50),Multi-Specialty Group,4862,0,
CLN_37443,2025-03-21,Pediatrics,GA,Other,Small (2-10),Private Practice,979,0,
CLN_37444,2025-07-11,Neurology,PA,eClinicalWorks,Solo,Urgent Care Chain,125,0,
CLN_37445,2025-06-27,Primary Care,CT,Cerner,Medium (11-50),Hospital System,2797,0,
CLN_37446,2025-05-23,Gynecology,CT,Practice Fusion,Small (2-10),Telehealth-Native,3181,0,
CLN_37447,2024-10-17,Gynecology,KY,Cerner,Small (2-10),Academic Medical Center,1023,0,
CLN_37448,2025-04-13,Primary Care,CT,Allscripts,Enterprise (200+),Multi-Specialty Group,99145,1,2026-02-18
CLN_37449,2025-05-29,Endocrinology,NJ,Other,Small (2-10),Telehealth-Native,1771,0,
CLN_37450,2025-12-11,Urology,TN,Epic,Solo,Hospital System,413,0,
CLN_37451,2024-12-01,Primary Care,LA,DrChrono,Small (2-10),Academic Medical Center,1741,0,
CLN_37452,2026-03-25,Gynecology,WA,Other,Small (2-10),Academic Medical Center,689,0,
CLN_37453,2025-04-05,Dermatology,TN,Practice Fusion,Large (51-200),FQHC,18406,0,
CLN_37454,2026-01-20,Neurology,MA,eClinicalWorks,Solo,Multi-Specialty Group,91,0,
CLN_37455,2025-10-14,Gynecology,OH,Epic,Medium (11-50),Academic Medical Center,14203,0,
CLN_37456,2026-02-08,Endocrinology,UT,Allscripts,Small (2-10),FQHC,1109,0,
CLN_37457,2026-03-06,Cardiology,MA,Epic,Large (51-200),Academic Medical Center,4783,0,
CLN_37458,2024-06-21,Gynecology,AZ,Cerner,Medium (11-50),Hospital System,4738,0,
CLN_37459,2025-11-15,Primary Care,KY,Practice Fusion,Medium (11-50),Urgent Care Chain,4049,0,
CLN_37460,2024-12-12,Primary Care,NC,Epic,Medium (11-50),Telehealth-Native,3905,0,
CLN_37461,2024-09-21,Psychiatry,PA,Athenahealth,Solo,Hospital System,322,0,
CLN_37462,2026-01-28,Primary Care,MI,Epic,Large (51-200),Telehealth-Native,76039,0,
CLN_37463,2024-08-15,Internal Medicine,MD,Epic,Small (2-10),Telehealth-Native,785,0,
CLN_37464,2024-12-10,Internal Medicine,MA,eClinicalWorks,Medium (11-50),Urgent Care Chain,7652,0,
CLN_37465,2025-11-15,Internal Medicine,TN,Cerner,Large (51-200),Telehealth-Native,27500,0,
CLN_37466,2025-10-29,Pediatrics,WA,None,Small (2-10),Telehealth-Native,2976,0,
CLN_37467,2025-01-02,Neurology,AL,Epic,Solo,FQHC,415,1,2026-02-02
CLN_37468,2025-07-21,Cardiology,FL,Other,Large (51-200),Urgent Care Chain,10790,0,
CLN_37469,2025-12-02,Orthopedics,TX,Other,Small (2-10),Multi-Specialty Group,1137,0,
CLN_37470,2026-03-16,Internal Medicine,KY,Epic,Small (2-10),Academic Medical Center,1832,0,
CLN_37471,2024-10-03,Primary Care,NJ,Other,Large (51-200),Academic Medical Center,47184,0,
CLN_37472,2024-06-24,Pediatrics,VA,Epic,Medium (11-50),Telehealth-Native,7553,0,
CLN_37473,2024-11-18,Oncology,IL,Athenahealth,Large (51-200),FQHC,6058,1,2025-03-10
CLN_37474,2025-12-08,Neurology,FL,None,Small (2-10),Academic Medical Center,1809,0,
CLN_37475,2025-05-28,Primary Care,VA,Cerner,Solo,Urgent Care Chain,69,0,
CLN_37476,2024-07-07,Gynecology,TN,Allscripts,Small (2-10),Urgent Care Chain,608,0,
CLN_37477,2025-11-25,Pediatrics,UT,Cerner,Medium (11-50),Telehealth-Native,3920,1,2026-10-18
CLN_37478,2023-12-21,Cardiology,CT,Practice Fusion,Medium (11-50),Telehealth-Native,2202,0,
CLN_37479,2024-12-12,Cardiology,PA,Allscripts,Medium (11-50),Private Practice,12604,0,
CLN_37480,2026-01-07,Urology,OH,Cerner,Small (2-10),Urgent Care Chain,614,0,
CLN_37481,2025-12-15,Psychiatry,NY,Allscripts,Medium (11-50),FQHC,23524,0,
CLN_37482,2025-07-14,Pediatrics,UT,None,Enterprise (200+),FQHC,95200,0,
CLN_37483,2025-09-28,Endocrinology,LA,Epic,Small (2-10),Private Practice,1137,0,
CLN_37484,2025-10-08,Pediatrics,AL,Epic,Small (2-10),Academic Medical Center,1420,0,
CLN_37485,2024-10-16,Endocrinology,UT,eClinicalWorks,Small (2-10),FQHC,1961,0,
CLN_37486,2026-01-06,Gynecology,WA,eClinicalWorks,Medium (11-50),FQHC,4102,0,
CLN_37487,2024-12-21,Primary Care,OK,eClinicalWorks,Small (2-10),Hospital System,735,0,
CLN_37488,2024-08-15,Primary Care,WI,None,Medium (11-50),Academic Medical Center,9325,0,
CLN_37489,2025-06-25,Gynecology,CT,Athenahealth,Medium (11-50),Academic Medical Center,8819,0,
CLN_37490,2024-05-20,Dermatology,MN,Cerner,Solo,Multi-Specialty Group,96,0,
CLN_37491,2025-09-29,Primary Care,AL,Epic,Solo,Multi-Specialty Group,497,0,
CLN_37492,2026-01-09,Pediatrics,OK,Cerner,Solo,Academic Medical Center,461,0,
CLN_37493,2025-03-01,Urology,IL,Cerner,Large (51-200),Multi-Specialty Group,40043,1,2025-05-27
CLN_37494,2026-03-22,Primary Care,MA,Cerner,Enterprise (200+),Academic Medical Center,228454,0,
CLN_37495,2025-04-12,Psychiatry,UT,Practice Fusion,Medium (11-50),FQHC,10427,0,
CLN_37496,2026-01-17,Primary Care,OR,Allscripts,Small (2-10),Telehealth-Native,1513,0,
CLN_37497,2026-04-17,Primary Care,AL,Athenahealth,Small (2-10),Urgent Care Chain,749,0,
CLN_37498,2026-02-19,Oncology,LA,eClinicalWorks,Small (2-10),Multi-Specialty Group,522,1,2026-10-16
CLN_37499,2026-01-04,Oncology,SC,Allscripts,Small (2-10),Urgent Care Chain,2347,0,
CLN_37500,2026-04-26,Gynecology,PA,Athenahealth,Medium (11-50),Hospital System,6779,0,
CLN_37501,2025-04-06,Primary Care,MN,Epic,Solo,FQHC,317,0,
CLN_37502,2024-05-23,Primary Care,GA,Epic,Small (2-10),Multi-Specialty Group,1235,0,
CLN_37503,2025-11-05,Internal Medicine,FL,eClinicalWorks,Small (2-10),FQHC,1080,0,
CLN_37504,2024-01-08,Orthopedics,PA,None,Large (51-200),Private Practice,40552,0,
CLN_37505,2024-12-04,Cardiology,UT,Athenahealth,Small (2-10),FQHC,1356,0,
CLN_37506,2025-06-16,Cardiology,LA,Athenahealth,Small (2-10),Multi-Specialty Group,3703,0,
CLN_37507,2025-06-25,Primary Care,OK,Athenahealth,Medium (11-50),Urgent Care Chain,8412,1,2026-03-26
CLN_37508,2024-08-22,Primary Care,OR,eClinicalWorks,Large (51-200),Multi-Specialty Group,8442,0,
CLN_37509,2024-11-27,Primary Care,MD,None,Medium (11-50),Academic Medical Center,5184,0,
CLN_37510,2025-08-10,Neurology,AL,eClinicalWorks,Small (2-10),FQHC,1637,0,
CLN_37511,2024-07-10,Psychiatry,IL,None,Solo,Urgent Care Chain,228,0,
CLN_37512,2024-03-11,Psychiatry,TX,Allscripts,Medium (11-50),Multi-Specialty Group,9722,0,
CLN_37513,2025-04-22,Endocrinology,MD,Allscripts,Small (2-10),Multi-Specialty Group,1267,0,
CLN_37514,2025-06-03,Internal Medicine,MN,None,Solo,Academic Medical Center,184,0,
CLN_37515,2025-01-29,Dermatology,KY,Other,Solo,Hospital System,156,0,
CLN_37516,2025-04-25,Pediatrics,PA,Epic,Small (2-10),FQHC,538,0,
CLN_37517,2026-03-12,Pediatrics,FL,Other,Large (51-200),Urgent Care Chain,23169,0,
CLN_37518,2025-04-13,Pediatrics,OR,Athenahealth,Small (2-10),Hospital System,682,0,
CLN_37519,2025-02-10,Primary Care,NC,Other,Solo,Academic Medical Center,124,0,
CLN_37520,2024-06-15,Psychiatry,VA,Athenahealth,Small (2-10),Private Practice,2755,0,
CLN_37521,2025-01-08,Dermatology,NC,eClinicalWorks,Small (2-10),Telehealth-Native,873,0,
CLN_37522,2024-08-02,Pediatrics,VA,Epic,Small (2-10),FQHC,1380,0,
CLN_37523,2026-03-06,Internal Medicine,MI,Other,Medium (11-50),Multi-Specialty Group,7098,0,
CLN_37524,2025-10-20,Gynecology,WA,Epic,Solo,Hospital System,186,0,
CLN_37525,2024-05-26,Primary Care,FL,Epic,Medium (11-50),Private Practice,8406,0,
CLN_37526,2025-12-04,Endocrinology,MD,Allscripts,Small (2-10),Academic Medical Center,1862,0,
CLN_37527,2024-01-13,Psychiatry,AZ,Other,Solo,Hospital System,107,0,
CLN_37528,2024-02-05,Primary Care,FL,Allscripts,Large (51-200),Academic Medical Center,12820,0,
CLN_37529,2025-01-23,Dermatology,OK,Epic,Small (2-10),FQHC,1110,0,
CLN_37530,2025-03-22,Neurology,OH,Athenahealth,Solo,Urgent Care Chain,141,0,
CLN_37531,2025-04-23,Urology,WI,Epic,Solo,Academic Medical Center,214,0,
CLN_37532,2024-08-13,Cardiology,OR,Other,Medium (11-50),Private Practice,4251,0,
CLN_37533,2025-02-03,Primary Care,VA,None,Large (51-200),Urgent Care Chain,19421,0,
CLN_37534,2024-07-01,Psychiatry,WI,Epic,Small (2-10),Academic Medical Center,974,0,
CLN_37535,2025-10-09,Neurology,OR,Allscripts,Solo,Hospital System,181,0,
CLN_37536,2024-10-05,Neurology,FL,eClinicalWorks,Small (2-10),FQHC,400,0,
CLN_37537,2026-03-19,Pediatrics,OK,Epic,Medium (11-50),Urgent Care Chain,6909,1,2026-05-03
CLN_37538,2025-01-04,Gynecology,PA,Athenahealth,Small (2-10),Private Practice,1586,0,
CLN_37539,2026-01-14,Internal Medicine,AL,Athenahealth,Solo,Hospital System,295,1,2026-03-04
CLN_37540,2025-07-28,Pediatrics,MI,Other,Enterprise (200+),Urgent Care Chain,31155,1,2026-08-03
CLN_37541,2025-07-23,Internal Medicine,MO,Epic,Solo,Telehealth-Native,158,0,
CLN_37542,2025-09-29,Psychiatry,AZ,Practice Fusion,Enterprise (200+),Multi-Specialty Group,107820,0,
CLN_37543,2026-02-24,Neurology,IL,Practice Fusion,Solo,FQHC,112,0,
CLN_37544,2024-12-13,Pediatrics,PA,eClinicalWorks,Solo,Urgent Care Chain,618,0,
CLN_37545,2025-07-18,Cardiology,TX,Other,Solo,Telehealth-Native,578,0,
CLN_37546,2025-07-07,Psychiatry,OH,Other,Small (2-10),Urgent Care Chain,1332,0,
CLN_37547,2024-04-15,Oncology,MN,Epic,Small (2-10),Multi-Specialty Group,664,1,2025-04-06
CLN_37548,2024-03-08,Dermatology,OH,Athenahealth,Small (2-10),FQHC,1047,0,
CLN_37549,2024-05-22,Primary Care,NY,Cerner,Solo,Academic Medical Center,161,0,
CLN_37550,2024-01-09,Dermatology,CT,Epic,Medium (11-50),Multi-Specialty Group,4006,0,
CLN_37551,2025-01-23,Oncology,NC,Allscripts,Medium (11-50),Multi-Specialty Group,1157,0,
CLN_37552,2025-09-17,Internal Medicine,MI,Epic,Enterprise (200+),Academic Medical Center,82176,0,
CLN_37553,2025-05-04,Primary Care,OK,Practice Fusion,Small (2-10),Hospital System,1476,1,2025-07-22
CLN_37554,2025-12-14,Urology,TN,Athenahealth,Small (2-10),Hospital System,2210,0,
CLN_37555,2026-01-04,Orthopedics,OK,Epic,Solo,Academic Medical Center,272,0,
CLN_37556,2025-05-05,Psychiatry,MA,eClinicalWorks,Solo,Hospital System,498,0,
CLN_37557,2025-01-31,Cardiology,WI,DrChrono,Small (2-10),Telehealth-Native,1695,0,
CLN_37558,2025-06-29,Oncology,NY,Athenahealth,Solo,Urgent Care Chain,201,0,
CLN_37559,2024-08-24,Pediatrics,PA,None,Enterprise (200+),Multi-Specialty Group,125237,0,
CLN_37560,2025-07-10,Dermatology,VA,Epic,Enterprise (200+),Academic Medical Center,136495,1,2025-08-01
CLN_37561,2024-01-20,Cardiology,MA,Epic,Small (2-10),Telehealth-Native,616,0,
CLN_37562,2025-08-10,Urology,OH,Epic,Medium (11-50),FQHC,17478,0,
CLN_37563,2025-06-15,Neurology,CA,Cerner,Small (2-10),FQHC,2277,0,
CLN_37564,2024-08-16,Neurology,OH,Other,Large (51-200),Telehealth-Native,22371,0,
CLN_37565,2025-12-06,Psychiatry,GA,Practice Fusion,Medium (11-50),Multi-Specialty Group,8554,0,
CLN_37566,2026-01-26,Gynecology,CT,Athenahealth,Small (2-10),FQHC,862,0,
CLN_37567,2024-12-18,Pediatrics,VA,Epic,Solo,FQHC,105,0,
CLN_37568,2024-12-14,Pediatrics,MI,Practice Fusion,Small (2-10),Hospital System,902,0,
CLN_37569,2026-04-30,Cardiology,AL,eClinicalWorks,Small (2-10),Urgent Care Chain,494,0,
CLN_37570,2024-10-18,Primary Care,PA,Athenahealth,Small (2-10),Telehealth-Native,550,0,
CLN_37571,2025-03-11,Orthopedics,TX,Athenahealth,Small (2-10),Multi-Specialty Group,1856,0,
CLN_37572,2025-10-09,Orthopedics,MA,Epic,Enterprise (200+),Multi-Specialty Group,318220,0,
CLN_37573,2024-04-16,Urology,MD,Athenahealth,Medium (11-50),Multi-Specialty Group,10933,0,
CLN_37574,2024-10-17,Oncology,KY,DrChrono,Small (2-10),Multi-Specialty Group,710,0,
CLN_37575,2025-08-11,Primary Care,NY,Cerner,Large (51-200),Academic Medical Center,26311,1,2026-04-21
CLN_37576,2025-12-15,Primary Care,NC,Other,Small (2-10),Academic Medical Center,1159,0,
CLN_37577,2024-01-02,Dermatology,MA,Allscripts,Enterprise (200+),Telehealth-Native,105741,0,
CLN_37578,2025-10-22,Primary Care,NJ,eClinicalWorks,Solo,Academic Medical Center,127,0,
CLN_37579,2026-03-21,Neurology,UT,Cerner,Solo,Urgent Care Chain,611,0,
CLN_37580,2025-03-22,Primary Care,LA,Epic,Solo,FQHC,300,0,
CLN_37581,2025-08-23,Psychiatry,WA,Epic,Small (2-10),Urgent Care Chain,1920,0,
CLN_37582,2026-03-21,Cardiology,NJ,Other,Small (2-10),Hospital System,810,0,
CLN_37583,2024-05-25,Oncology,TX,eClinicalWorks,Small (2-10),Telehealth-Native,2334,0,
CLN_37584,2026-01-06,Pediatrics,KY,Other,Solo,Hospital System,285,0,
CLN_37585,2024-01-30,Psychiatry,MA,Epic,Small (2-10),Academic Medical Center,503,0,
CLN_37586,2025-04-08,Psychiatry,CA,DrChrono,Solo,Private Practice,147,0,
CLN_37587,2025-11-09,Primary Care,MN,Athenahealth,Large (51-200),Urgent Care Chain,79242,0,
CLN_37588,2025-06-22,Orthopedics,KY,Epic,Medium (11-50),Telehealth-Native,14134,0,
CLN_37589,2026-02-26,Neurology,AL,eClinicalWorks,Medium (11-50),FQHC,5179,0,
CLN_37590,2024-01-08,Oncology,WA,Epic,Solo,Private Practice,176,0,
CLN_37591,2026-04-24,Psychiatry,PA,Cerner,Medium (11-50),Private Practice,8897,0,
CLN_37592,2025-07-10,Primary Care,GA,eClinicalWorks,Solo,Multi-Specialty Group,299,0,
CLN_37593,2024-07-31,Primary Care,OH,None,Small (2-10),Telehealth-Native,722,0,
CLN_37594,2025-01-01,Cardiology,IN,Cerner,Solo,Urgent Care Chain,311,0,
CLN_37595,2025-02-09,Primary Care,WI,Epic,Small (2-10),FQHC,1446,0,
CLN_37596,2024-08-12,Oncology,NC,Allscripts,Small (2-10),Telehealth-Native,1062,0,
CLN_37597,2024-06-25,Primary Care,CT,None,Small (2-10),Telehealth-Native,923,0,
CLN_37598,2024-05-18,Gynecology,MI,None,Medium (11-50),Hospital System,9898,0,
CLN_37599,2025-07-06,Psychiatry,NY,eClinicalWorks,Solo,Private Practice,297,0,
CLN_37600,2024-12-16,Primary Care,MO,Epic,Small (2-10),Academic Medical Center,1647,0,
CLN_37601,2024-01-04,Internal Medicine,SC,Allscripts,Small (2-10),Telehealth-Native,920,0,
CLN_37602,2024-08-26,Dermatology,CO,Athenahealth,Small (2-10),Academic Medical Center,1286,0,
CLN_37603,2025-05-24,Urology,MD,Epic,Small (2-10),FQHC,863,0,
CLN_37604,2024-07-02,Endocrinology,LA,Cerner,Solo,Telehealth-Native,191,0,
CLN_37605,2025-04-04,Cardiology,MO,Epic,Small (2-10),Multi-Specialty Group,1301,0,
CLN_37606,2025-09-18,Neurology,FL,Cerner,Small (2-10),Hospital System,1233,0,
CLN_37607,2023-12-17,Psychiatry,TX,Epic,Small (2-10),Telehealth-Native,2733,0,
CLN_37608,2025-12-14,Urology,WA,Cerner,Small (2-10),Hospital System,999,0,
CLN_37609,2025-12-19,Orthopedics,UT,Practice Fusion,Medium (11-50),Hospital System,5587,0,
CLN_37610,2025-01-26,Primary Care,FL,Cerner,Medium (11-50),Hospital System,9924,1,2025-09-18
CLN_37611,2025-09-27,Cardiology,NY,Cerner,Small (2-10),Urgent Care Chain,1460,0,
CLN_37612,2025-09-09,Internal Medicine,PA,Athenahealth,Solo,Multi-Specialty Group,253,0,
CLN_37613,2023-12-18,Psychiatry,OR,Epic,Medium (11-50),Multi-Specialty Group,22266,0,
CLN_37614,2025-05-23,Primary Care,OK,None,Medium (11-50),Academic Medical Center,8996,0,
CLN_37615,2024-12-01,Primary Care,AL,Other,Solo,Multi-Specialty Group,519,0,
CLN_37616,2025-10-23,Primary Care,OR,Allscripts,Medium (11-50),Hospital System,2395,0,
CLN_37617,2025-01-23,Pediatrics,FL,Athenahealth,Solo,Urgent Care Chain,477,0,
CLN_37618,2025-08-16,Primary Care,IN,Athenahealth,Small (2-10),Hospital System,2120,0,
CLN_37619,2026-04-30,Primary Care,VA,Cerner,Small (2-10),FQHC,735,0,
CLN_37620,2024-12-06,Primary Care,CT,Athenahealth,Solo,FQHC,527,0,
CLN_37621,2025-07-12,Primary Care,CA,None,Medium (11-50),Multi-Specialty Group,9276,0,
CLN_37622,2025-08-26,Dermatology,IN,eClinicalWorks,Medium (11-50),Academic Medical Center,3622,0,
CLN_37623,2025-10-02,Oncology,TX,Other,Large (51-200),Multi-Specialty Group,73984,0,
CLN_37624,2025-02-01,Oncology,CO,Cerner,Small (2-10),Hospital System,1507,0,
CLN_37625,2024-04-14,Psychiatry,OR,eClinicalWorks,Small (2-10),Urgent Care Chain,1026,0,
CLN_37626,2024-05-19,Gynecology,AZ,Other,Small (2-10),Multi-Specialty Group,1346,0,
CLN_37627,2025-11-15,Psychiatry,NY,Practice Fusion,Small (2-10),Academic Medical Center,1440,0,
CLN_37628,2025-10-14,Cardiology,NY,Epic,Medium (11-50),Telehealth-Native,6640,0,
CLN_37629,2025-12-03,Primary Care,FL,Epic,Solo,Hospital System,104,0,
CLN_37630,2024-02-27,Neurology,FL,None,Medium (11-50),Private Practice,12580,0,
CLN_37631,2026-04-12,Pediatrics,MO,Epic,Solo,Multi-Specialty Group,301,0,
CLN_37632,2026-01-22,Primary Care,AL,DrChrono,Large (51-200),FQHC,17073,0,
CLN_37633,2025-12-10,Primary Care,AZ,Epic,Small (2-10),FQHC,667,0,
CLN_37634,2024-03-09,Internal Medicine,GA,Epic,Medium (11-50),Private Practice,16952,0,
CLN_37635,2024-03-07,Primary Care,WI,Cerner,Solo,Multi-Specialty Group,355,0,
CLN_37636,2025-01-10,Internal Medicine,KY,Other,Small (2-10),Hospital System,731,0,
CLN_37637,2025-03-20,Orthopedics,GA,Other,Solo,Hospital System,158,0,
CLN_37638,2024-08-18,Cardiology,FL,Athenahealth,Solo,Private Practice,294,0,
CLN_37639,2024-05-02,Endocrinology,VA,None,Small (2-10),FQHC,1990,0,
CLN_37640,2024-07-12,Endocrinology,IL,Allscripts,Medium (11-50),Telehealth-Native,2151,0,
CLN_37641,2024-04-10,Psychiatry,SC,Epic,Small (2-10),Hospital System,361,0,
CLN_37642,2023-12-29,Cardiology,PA,eClinicalWorks,Medium (11-50),Urgent Care Chain,4560,0,
CLN_37643,2024-04-14,Endocrinology,LA,Epic,Medium (11-50),Hospital System,2952,0,
CLN_37644,2025-10-20,Urology,WA,Cerner,Small (2-10),Private Practice,1447,0,
CLN_37645,2026-04-03,Cardiology,FL,Cerner,Solo,Hospital System,171,0,
CLN_37646,2024-03-28,Cardiology,MO,eClinicalWorks,Solo,Private Practice,214,0,
CLN_37647,2024-12-01,Dermatology,VA,Epic,Large (51-200),Urgent Care Chain,15316,0,
CLN_37648,2024-12-25,Dermatology,OH,Practice Fusion,Solo,Hospital System,181,0,
CLN_37649,2024-06-12,Cardiology,SC,Cerner,Small (2-10),Academic Medical Center,717,0,
CLN_37650,2026-03-03,Psychiatry,TX,Practice Fusion,Small (2-10),Hospital System,742,0,
CLN_37651,2024-10-11,Psychiatry,TX,Epic,Medium (11-50),Multi-Specialty Group,5285,0,
CLN_37652,2024-01-18,Gynecology,WA,Allscripts,Small (2-10),FQHC,798,0,
CLN_37653,2024-02-07,Primary Care,WI,Epic,Small (2-10),Hospital System,474,0,
CLN_37654,2024-04-19,Primary Care,UT,Epic,Large (51-200),Hospital System,21096,0,
CLN_37655,2024-10-31,Gynecology,WI,Cerner,Solo,Multi-Specialty Group,185,0,
CLN_37656,2023-12-23,Pediatrics,IL,Practice Fusion,Medium (11-50),Hospital System,3513,0,
CLN_37657,2024-05-27,Orthopedics,OH,Other,Large (51-200),Multi-Specialty Group,67068,0,
CLN_37658,2024-07-10,Dermatology,AL,Allscripts,Medium (11-50),Urgent Care Chain,13161,0,
CLN_37659,2025-12-16,Primary Care,CA,Athenahealth,Small (2-10),Telehealth-Native,635,1,2026-04-16
CLN_37660,2025-03-04,Cardiology,LA,Cerner,Medium (11-50),Academic Medical Center,2777,0,
CLN_37661,2025-12-19,Cardiology,VA,Epic,Small (2-10),Multi-Specialty Group,1852,0,
CLN_37662,2025-08-29,Dermatology,MI,Practice Fusion,Small (2-10),Hospital System,451,0,
CLN_37663,2023-12-25,Primary Care,TN,Epic,Solo,FQHC,186,0,
CLN_37664,2023-12-25,Oncology,IN,Cerner,Medium (11-50),Academic Medical Center,11329,0,
CLN_37665,2026-03-13,Urology,CT,Epic,Medium (11-50),Private Practice,5885,0,
CLN_37666,2024-07-03,Cardiology,NJ,Practice Fusion,Solo,FQHC,328,0,
CLN_37667,2026-03-01,Dermatology,MO,Epic,Medium (11-50),Telehealth-Native,5094,0,
CLN_37668,2023-12-19,Dermatology,WI,Allscripts,Enterprise (200+),FQHC,81404,0,
CLN_37669,2026-01-27,Primary Care,OK,eClinicalWorks,Medium (11-50),Telehealth-Native,15008,1,2026-05-31
CLN_37670,2026-02-12,Psychiatry,NY,Other,Small (2-10),Hospital System,1895,0,
CLN_37671,2024-11-28,Primary Care,AZ,Athenahealth,Large (51-200),Private Practice,66416,0,
CLN_37672,2024-02-16,Dermatology,KY,Allscripts,Medium (11-50),FQHC,9179,0,
CLN_37673,2026-02-17,Pediatrics,IN,None,Large (51-200),Urgent Care Chain,38253,0,
CLN_37674,2024-10-23,Primary Care,MO,Practice Fusion,Medium (11-50),Hospital System,8194,0,
CLN_37675,2024-03-13,Primary Care,NY,Epic,Medium (11-50),Academic Medical Center,9718,0,
CLN_37676,2025-07-25,Pediatrics,MN,DrChrono,Medium (11-50),FQHC,3214,0,
CLN_37677,2025-07-18,Neurology,MO,Cerner,Small (2-10),Multi-Specialty Group,934,0,
CLN_37678,2026-03-26,Gynecology,CO,Practice Fusion,Small (2-10),FQHC,1215,0,
CLN_37679,2024-07-25,Internal Medicine,IN,Athenahealth,Large (51-200),Urgent Care Chain,43541,0,
CLN_37680,2026-03-28,Pediatrics,MD,None,Medium (11-50),FQHC,10866,0,
CLN_37681,2024-01-30,Endocrinology,CT,Practice Fusion,Solo,Multi-Specialty Group,160,0,
CLN_37682,2024-12-16,Endocrinology,FL,Other,Small (2-10),Private Practice,1195,0,
CLN_37683,2025-04-22,Primary Care,PA,Other,Enterprise (200+),FQHC,83651,0,
CLN_37684,2024-07-30,Urology,CA,Allscripts,Small (2-10),Urgent Care Chain,1390,0,
CLN_37685,2024-03-26,Psychiatry,SC,None,Small (2-10),Hospital System,1345,0,
CLN_37686,2024-05-31,Dermatology,CA,Cerner,Medium (11-50),Telehealth-Native,4669,0,
CLN_37687,2025-11-07,Gynecology,MN,Athenahealth,Medium (11-50),Multi-Specialty Group,2589,0,
CLN_37688,2025-07-07,Oncology,CO,Epic,Small (2-10),Academic Medical Center,1525,0,
CLN_37689,2025-11-06,Gynecology,OH,Other,Small (2-10),Multi-Specialty Group,1433,0,
CLN_37690,2025-01-17,Gynecology,UT,eClinicalWorks,Solo,Hospital System,328,0,
CLN_37691,2026-01-29,Oncology,LA,eClinicalWorks,Solo,FQHC,84,0,
CLN_37692,2024-03-25,Orthopedics,OH,Other,Small (2-10),FQHC,1271,0,
CLN_37693,2024-06-30,Cardiology,UT,Athenahealth,Solo,Telehealth-Native,164,0,
CLN_37694,2025-08-06,Orthopedics,NJ,Other,Large (51-200),Urgent Care Chain,34203,0,
CLN_37695,2025-01-12,Internal Medicine,MA,DrChrono,Small (2-10),Urgent Care Chain,493,0,
CLN_37696,2024-10-02,Primary Care,VA,Epic,Small (2-10),Telehealth-Native,501,0,
CLN_37697,2025-02-07,Urology,MO,Cerner,Small (2-10),Urgent Care Chain,1103,0,
CLN_37698,2025-11-30,Psychiatry,NJ,Epic,Solo,Hospital System,86,0,
CLN_37699,2025-05-21,Gynecology,GA,Cerner,Small (2-10),Academic Medical Center,572,0,
CLN_37700,2025-06-04,Primary Care,CA,None,Medium (11-50),Multi-Specialty Group,5416,0,
CLN_37701,2026-02-06,Psychiatry,OK,Other,Small (2-10),Multi-Specialty Group,794,0,
CLN_37702,2025-05-09,Orthopedics,MI,Cerner,Solo,Hospital System,85,0,
CLN_37703,2024-10-21,Primary Care,LA,Epic,Medium (11-50),FQHC,17135,0,
CLN_37704,2024-09-10,Psychiatry,IL,eClinicalWorks,Medium (11-50),Private Practice,7903,0,
CLN_37705,2024-11-18,Endocrinology,AZ,Other,Medium (11-50),Hospital System,8127,0,
CLN_37706,2024-04-16,Psychiatry,OR,DrChrono,Solo,Hospital System,147,0,
CLN_37707,2024-10-13,Cardiology,CA,Allscripts,Solo,Telehealth-Native,414,0,
CLN_37708,2025-05-10,Psychiatry,WI,Cerner,Solo,Academic Medical Center,306,1,2025-08-06
CLN_37709,2025-07-21,Cardiology,NC,Cerner,Solo,Private Practice,322,0,
CLN_37710,2025-01-31,Psychiatry,CT,Cerner,Solo,Hospital System,164,1,2025-03-19
CLN_37711,2025-12-24,Gynecology,AL,Epic,Small (2-10),Multi-Specialty Group,3542,0,
CLN_37712,2025-09-10,Gynecology,OR,eClinicalWorks,Medium (11-50),Multi-Specialty Group,13349,0,
CLN_37713,2024-01-06,Dermatology,AZ,Epic,Large (51-200),Urgent Care Chain,13932,0,
CLN_37714,2026-03-28,Gynecology,FL,eClinicalWorks,Small (2-10),Academic Medical Center,1178,0,
CLN_37715,2025-04-28,Dermatology,WA,Epic,Small (2-10),Telehealth-Native,1192,0,
CLN_37716,2026-02-14,Internal Medicine,IL,Epic,Small (2-10),Private Practice,1204,0,
CLN_37717,2025-06-14,Orthopedics,MD,Epic,Small (2-10),Private Practice,1803,0,
CLN_37718,2025-11-05,Primary Care,OK,Athenahealth,Solo,Multi-Specialty Group,173,0,
