clinician_id,snapshot_date,logins_per_week,days_since_last_login,team_members_invited,api_calls_per_week,features_used_count,support_tickets_l90d,video_consults_per_week,async_messages_per_week,days_on_platform
CLN_33856,2026-06-03,2,12,0,0,1,0,1,8,649
CLN_33857,2026-06-03,3,14,0,0,1,0,8,5,334
CLN_33858,2026-06-03,2,13,0,157,1,0,2,6,199
CLN_33859,2026-06-03,1,5,1,0,2,0,12,7,259
CLN_33860,2026-06-03,3,14,0,0,1,1,6,6,413
CLN_33861,2026-06-03,2,6,0,0,2,0,1,6,872
CLN_33862,2026-06-03,9,14,2,0,3,1,8,8,195
CLN_33863,2026-06-03,2,4,0,0,1,0,1,6,453
CLN_33864,2026-06-03,1,8,3,0,2,0,7,35,776
CLN_33865,2026-06-03,3,5,0,0,1,0,9,6,784
CLN_33866,2026-06-03,4,12,2,0,1,0,1,22,459
CLN_33867,2026-06-03,7,1,4,0,2,0,3,9,610
CLN_33868,2026-06-03,2,11,5,0,1,0,8,7,569
CLN_33869,2026-06-03,1,10,3,0,3,0,3,5,738
CLN_33870,2026-06-03,1,10,5,0,1,0,12,1,553
CLN_33871,2026-06-03,3,27,2,175,1,0,1,11,47
CLN_33872,2026-06-03,1,6,4,0,2,1,15,15,733
CLN_33873,2026-06-03,4,4,4,166,4,0,1,15,204
CLN_33874,2026-06-03,2,175,0,0,1,1,3,17,701
CLN_33875,2026-06-03,7,10,3,0,2,0,9,12,433
CLN_33876,2026-06-03,8,7,4,182,6,1,3,31,154
CLN_33877,2026-06-03,8,10,1,0,2,0,3,20,277
CLN_33878,2026-06-03,6,7,0,0,1,0,21,23,99
CLN_33879,2026-06-03,1,4,0,0,1,0,1,8,537
CLN_33880,2026-06-03,2,12,2,0,2,2,25,9,767
CLN_33881,2026-06-03,1,10,0,0,2,0,0,6,227
CLN_33882,2026-06-03,8,14,11,0,9,1,11,7,191
CLN_33883,2026-06-03,3,10,2,176,3,1,4,16,408
CLN_33884,2026-06-03,2,8,2,0,1,1,1,10,447
CLN_33885,2026-06-03,2,0,0,0,2,3,3,15,117
CLN_33886,2026-06-03,20,7,4,0,7,2,3,7,151
CLN_33887,2026-06-03,5,48,2,0,2,1,1,4,661
CLN_33888,2026-06-03,1,12,0,0,2,0,2,1,533
CLN_33889,2026-06-03,3,0,2,0,2,0,1,5,759
CLN_33890,2026-06-03,15,2,1,0,2,1,5,6,580
CLN_33891,2026-06-03,3,11,0,0,1,0,0,5,788
CLN_33892,2026-06-03,1,4,2,0,2,2,4,5,75
CLN_33893,2026-06-03,1,4,1,0,1,0,1,2,536
CLN_33894,2026-06-03,2,135,0,0,3,0,3,24,361
CLN_33895,2026-06-03,7,4,0,0,2,1,1,3,98
CLN_33896,2026-06-03,11,8,6,0,4,0,2,18,356
CLN_33897,2026-06-03,4,10,2,0,4,0,2,153,395
CLN_33898,2026-06-03,2,144,2,187,2,0,2,3,787
CLN_33899,2026-06-03,3,5,0,0,1,0,1,13,565
CLN_33900,2026-06-03,4,10,2,0,3,0,4,2,387
CLN_33901,2026-06-03,1,153,0,0,1,0,1,2,487
CLN_33902,2026-06-03,4,29,6,0,4,2,13,61,709
CLN_33903,2026-06-03,1,13,0,0,1,0,0,68,523
CLN_33904,2026-06-03,18,13,0,0,8,0,24,13,724
CLN_33905,2026-06-03,1,3,2,0,3,0,2,8,385
CLN_33906,2026-06-03,1,10,1,195,1,0,1,7,675
CLN_33907,2026-06-03,4,8,2,0,1,0,2,26,478
CLN_33908,2026-06-03,2,6,5,169,7,1,3,19,372
CLN_33909,2026-06-03,1,7,0,181,2,0,1,8,832
CLN_33910,2026-06-03,4,10,3,0,3,0,1,3,639
CLN_33911,2026-06-03,3,7,0,0,1,0,2,9,198
CLN_33912,2026-06-03,2,142,2,0,2,1,7,1,497
CLN_33913,2026-06-03,13,117,2,0,2,0,1,7,254
CLN_33914,2026-06-03,3,0,2,0,1,1,6,17,400
CLN_33915,2026-06-03,10,6,2,0,4,0,7,19,713
CLN_33916,2026-06-03,2,123,0,0,3,1,0,6,693
CLN_33917,2026-06-03,22,7,2,0,1,1,3,4,833
CLN_33918,2026-06-03,7,7,1,0,2,0,8,2,144
CLN_33919,2026-06-03,4,155,5,206,5,0,2,4,587
CLN_33920,2026-06-03,3,10,1,0,1,0,4,3,184
CLN_33921,2026-06-03,3,7,6,0,4,0,25,18,78
CLN_33922,2026-06-03,2,5,1,0,1,0,5,16,507
CLN_33923,2026-06-03,1,69,0,0,1,0,1,8,758
CLN_33924,2026-06-03,1,4,0,0,1,1,1,2,869
CLN_33925,2026-06-03,16,1,2,0,1,0,3,9,652
CLN_33926,2026-06-03,1,2,7,0,4,0,8,21,515
CLN_33927,2026-06-03,2,58,3,0,4,1,6,3,222
CLN_33928,2026-06-03,3,8,8,0,1,1,0,5,883
CLN_33929,2026-06-03,3,10,5,0,1,1,10,6,845
CLN_33930,2026-06-03,3,119,0,0,2,1,3,1,854
CLN_33931,2026-06-03,2,14,0,0,3,1,3,12,382
CLN_33932,2026-06-03,4,5,0,0,2,0,3,5,47
CLN_33933,2026-06-03,5,63,2,0,1,0,2,4,383
CLN_33934,2026-06-03,8,6,2,0,3,0,3,5,198
CLN_33935,2026-06-03,3,17,3,0,4,2,0,35,353
CLN_33936,2026-06-03,5,1,2,0,2,0,1,19,393
CLN_33937,2026-06-03,1,166,0,0,1,0,4,7,439
CLN_33938,2026-06-03,3,10,0,0,8,0,12,42,99
CLN_33939,2026-06-03,1,150,4,0,2,0,1,42,660
CLN_33940,2026-06-03,3,113,0,0,1,0,2,8,667
CLN_33941,2026-06-03,2,6,3,0,3,2,1,6,632
CLN_33942,2026-06-03,1,12,0,0,3,0,2,1,505
CLN_33943,2026-06-03,3,14,0,0,1,0,1,90,616
CLN_33944,2026-06-03,1,86,0,0,3,0,6,14,74
CLN_33945,2026-06-03,6,8,1,0,1,0,5,18,292
CLN_33946,2026-06-03,2,1,1,0,2,1,21,22,548
CLN_33947,2026-06-03,8,90,3,0,1,0,4,16,122
CLN_33948,2026-06-03,2,7,1,0,3,0,1,4,98
CLN_33949,2026-06-03,1,7,1,0,4,1,5,8,286
CLN_33950,2026-06-03,5,120,2,0,1,0,0,16,568
CLN_33951,2026-06-03,3,13,3,0,3,0,2,2,766
CLN_33952,2026-06-03,10,22,0,0,1,0,6,5,852
CLN_33953,2026-06-03,2,1,0,0,3,0,38,30,336
CLN_33954,2026-06-03,1,8,0,0,3,0,2,3,865
CLN_33955,2026-06-03,7,5,2,0,3,0,0,11,535
CLN_33956,2026-06-03,9,0,1,0,1,0,5,4,39
CLN_33957,2026-06-03,7,8,2,0,2,0,18,21,273
CLN_33958,2026-06-03,83,11,3,172,6,2,27,22,667
CLN_33959,2026-06-03,2,5,0,193,1,2,7,54,686
CLN_33960,2026-06-03,1,88,0,0,1,0,3,2,694
CLN_33961,2026-06-03,1,13,2,0,2,0,4,3,403
CLN_33962,2026-06-03,3,11,3,0,2,0,5,11,335
CLN_33963,2026-06-03,13,6,2,0,3,0,3,8,769
CLN_33964,2026-06-03,2,117,0,185,2,0,1,3,53
CLN_33965,2026-06-03,7,13,0,0,1,0,0,10,359
CLN_33966,2026-06-03,4,0,10,0,2,0,2,2,681
CLN_33967,2026-06-03,5,5,1,0,1,0,2,2,269
CLN_33968,2026-06-03,5,12,0,0,4,0,1,10,461
CLN_33969,2026-06-03,3,21,0,0,1,1,2,4,686
CLN_33970,2026-06-03,9,10,3,0,1,0,15,6,326
CLN_33971,2026-06-03,2,181,2,0,4,0,26,72,312
CLN_33972,2026-06-03,2,11,1,0,3,1,1,12,641
CLN_33973,2026-06-03,4,4,2,0,1,0,2,3,509
CLN_33974,2026-06-03,10,64,0,0,1,0,5,8,889
CLN_33975,2026-06-03,1,12,1,0,1,0,11,6,209
CLN_33976,2026-06-03,1,169,2,196,3,0,8,17,669
CLN_33977,2026-06-03,2,6,1,0,1,2,3,10,58
CLN_33978,2026-06-03,7,13,10,0,1,2,4,2,711
CLN_33979,2026-06-03,3,22,1,0,3,0,11,3,66
CLN_33980,2026-06-03,1,14,0,0,1,0,1,31,113
CLN_33981,2026-06-03,3,36,2,0,1,0,1,1,183
CLN_33982,2026-06-03,1,135,1,184,4,2,2,31,818
CLN_33983,2026-06-03,6,13,4,0,1,0,1,6,139
CLN_33984,2026-06-03,2,1,0,0,1,0,7,5,485
CLN_33985,2026-06-03,5,11,0,0,3,0,5,6,637
CLN_33986,2026-06-03,5,8,1,0,2,0,14,2,508
CLN_33987,2026-06-03,7,52,2,193,5,0,26,47,732
CLN_33988,2026-06-03,3,184,0,0,2,0,17,8,738
CLN_33989,2026-06-03,9,35,0,0,2,0,2,8,797
CLN_33990,2026-06-03,7,9,0,0,2,2,4,14,150
CLN_33991,2026-06-03,1,119,3,173,4,1,2,31,387
CLN_33992,2026-06-03,2,86,1,0,2,0,1,2,105
CLN_33993,2026-06-03,1,57,1,0,1,0,8,15,528
CLN_33994,2026-06-03,1,5,2,0,3,1,6,18,789
CLN_33995,2026-06-03,6,11,2,0,2,0,7,5,581
CLN_33996,2026-06-03,1,176,0,0,2,0,1,2,514
CLN_33997,2026-06-03,2,4,0,0,1,1,10,13,244
CLN_33998,2026-06-03,1,6,0,0,1,1,0,4,267
CLN_33999,2026-06-03,7,13,1,0,3,0,3,8,650
CLN_34000,2026-06-03,5,6,2,0,4,0,4,5,292
CLN_34001,2026-06-03,31,146,1,0,2,0,22,3,217
CLN_34002,2026-06-03,2,9,0,0,1,1,60,19,345
CLN_34003,2026-06-03,1,4,2,0,1,1,4,4,834
CLN_34004,2026-06-03,2,58,1,178,1,0,4,18,509
CLN_34005,2026-06-03,6,10,6,0,3,0,7,9,660
CLN_34006,2026-06-03,2,7,3,0,1,0,5,74,214
CLN_34007,2026-06-03,1,5,3,182,2,0,18,8,211
CLN_34008,2026-06-03,1,6,3,0,3,0,5,25,580
CLN_34009,2026-06-03,1,65,0,0,2,0,5,25,60
CLN_34010,2026-06-03,1,13,2,195,4,1,22,22,708
CLN_34011,2026-06-03,7,0,5,181,7,1,15,24,827
CLN_34012,2026-06-03,3,80,2,0,2,1,8,17,492
CLN_34013,2026-06-03,4,2,1,0,2,1,1,27,500
CLN_34014,2026-06-03,3,4,8,0,2,0,3,16,389
CLN_34015,2026-06-03,6,9,12,0,2,0,2,16,873
CLN_34016,2026-06-03,2,99,0,0,5,0,2,11,885
CLN_34017,2026-06-03,2,9,1,0,3,0,2,66,561
CLN_34018,2026-06-03,2,6,2,0,2,0,0,74,639
CLN_34019,2026-06-03,0,9,0,0,1,2,3,12,887
CLN_34020,2026-06-03,13,100,0,0,3,0,2,8,339
CLN_34021,2026-06-03,3,1,0,190,1,1,1,14,246
CLN_34022,2026-06-03,2,10,0,0,5,1,0,11,328
CLN_34023,2026-06-03,2,106,1,0,4,0,1,7,644
CLN_34024,2026-06-03,0,2,0,0,2,0,10,5,284
CLN_34025,2026-06-03,7,112,0,0,1,0,3,1,461
CLN_34026,2026-06-03,19,10,4,188,9,0,15,14,475
CLN_34027,2026-06-03,2,2,0,0,1,0,4,5,535
CLN_34028,2026-06-03,5,7,3,0,2,1,5,36,288
CLN_34029,2026-06-03,1,2,0,0,2,2,3,3,554
CLN_34030,2026-06-03,1,56,1,193,2,0,5,2,541
CLN_34031,2026-06-03,1,11,2,0,1,0,12,6,282
CLN_34032,2026-06-03,2,79,1,0,3,0,17,5,590
CLN_34033,2026-06-03,12,2,0,0,2,0,3,20,95
CLN_34034,2026-06-03,2,9,2,0,1,1,8,23,854
CLN_34035,2026-06-03,8,176,7,0,3,0,0,8,892
CLN_34036,2026-06-03,8,6,2,0,4,0,6,50,745
CLN_34037,2026-06-03,1,138,0,186,3,1,1,3,212
CLN_34038,2026-06-03,29,7,2,0,9,2,6,123,526
CLN_34039,2026-06-03,16,71,4,0,6,0,22,16,98
CLN_34040,2026-06-03,6,11,2,0,5,0,7,41,767
CLN_34041,2026-06-03,4,11,1,0,2,0,1,17,458
CLN_34042,2026-06-03,6,9,3,0,2,0,14,8,243
CLN_34043,2026-06-03,2,7,0,0,2,0,4,6,158
CLN_34044,2026-06-03,9,0,2,0,2,1,4,18,550
CLN_34045,2026-06-03,2,3,2,158,2,1,4,18,161
CLN_34046,2026-06-03,3,5,0,0,1,0,0,34,854
CLN_34047,2026-06-03,6,8,0,0,1,0,2,3,500
CLN_34048,2026-06-03,0,7,0,166,4,0,7,20,758
CLN_34049,2026-06-03,9,2,2,0,3,1,5,27,680
CLN_34050,2026-06-03,4,116,2,0,1,0,2,18,588
CLN_34051,2026-06-03,1,13,10,0,4,0,3,7,745
CLN_34052,2026-06-03,8,49,2,0,7,1,2,5,678
CLN_34053,2026-06-03,1,66,2,0,3,0,3,2,744
CLN_34054,2026-06-03,5,22,1,0,3,1,3,8,234
CLN_34055,2026-06-03,3,8,2,0,6,1,18,18,590
CLN_34056,2026-06-03,1,9,1,0,1,0,2,87,809
CLN_34057,2026-06-03,13,184,3,0,5,0,3,12,445
CLN_34058,2026-06-03,1,12,2,0,1,1,1,18,188
CLN_34059,2026-06-03,4,147,1,0,3,1,2,17,804
CLN_34060,2026-06-03,6,6,3,0,3,0,1,12,316
CLN_34061,2026-06-03,1,10,0,0,3,0,6,9,810
CLN_34062,2026-06-03,4,181,1,0,3,0,3,14,389
CLN_34063,2026-06-03,1,17,0,0,2,0,10,16,632
CLN_34064,2026-06-03,3,86,0,0,3,0,22,5,579
CLN_34065,2026-06-03,18,5,7,0,1,3,12,19,199
CLN_34066,2026-06-03,4,99,2,0,1,0,1,6,473
CLN_34067,2026-06-03,4,8,2,0,1,0,3,1,837
CLN_34068,2026-06-03,3,1,0,0,2,1,12,5,772
CLN_34069,2026-06-03,3,168,0,0,1,0,1,1,161
CLN_34070,2026-06-03,1,48,1,0,3,1,2,28,273
CLN_34071,2026-06-03,20,6,0,0,2,0,0,7,273
CLN_34072,2026-06-03,1,14,2,0,2,0,2,1,798
CLN_34073,2026-06-03,12,6,2,0,1,0,5,22,242
CLN_34074,2026-06-03,3,3,0,0,1,0,4,3,288
CLN_34075,2026-06-03,6,1,7,0,1,0,3,53,34
CLN_34076,2026-06-03,1,102,0,0,2,0,1,4,240
CLN_34077,2026-06-03,34,115,1,0,2,1,7,8,124
CLN_34078,2026-06-03,3,2,0,0,2,1,0,20,514
CLN_34079,2026-06-03,5,11,1,0,2,1,5,3,814
CLN_34080,2026-06-03,3,172,6,0,1,0,2,13,395
CLN_34081,2026-06-03,1,112,0,0,2,0,1,1,414
CLN_34082,2026-06-03,6,65,2,141,4,1,13,20,540
CLN_34083,2026-06-03,1,8,0,0,2,0,5,6,351
CLN_34084,2026-06-03,5,14,0,0,2,0,3,2,573
CLN_34085,2026-06-03,1,12,0,0,1,0,3,4,764
CLN_34086,2026-06-03,7,14,3,0,1,0,13,11,198
CLN_34087,2026-06-03,11,6,8,0,4,1,21,24,579
CLN_34088,2026-06-03,3,164,2,0,1,1,1,4,884
CLN_34089,2026-06-03,8,12,0,164,2,0,3,10,213
CLN_34090,2026-06-03,3,10,1,0,1,1,3,0,157
CLN_34091,2026-06-03,1,3,3,0,1,2,2,10,232
CLN_34092,2026-06-03,16,155,4,0,2,0,4,13,787
CLN_34093,2026-06-03,3,142,0,0,5,2,0,23,545
CLN_34094,2026-06-03,5,13,0,183,1,0,1,17,626
CLN_34095,2026-06-03,9,8,0,156,1,0,8,9,32
CLN_34096,2026-06-03,0,7,0,0,2,1,1,2,280
CLN_34097,2026-06-03,2,14,0,0,1,0,1,34,531
CLN_34098,2026-06-03,4,10,0,0,3,1,5,6,415
CLN_34099,2026-06-03,2,164,0,0,1,1,2,4,228
CLN_34100,2026-06-03,7,4,2,0,2,0,5,4,326
CLN_34101,2026-06-03,2,39,0,0,1,2,1,9,676
CLN_34102,2026-06-03,8,5,0,0,1,0,5,6,761
CLN_34103,2026-06-03,3,10,0,0,4,1,3,4,751
CLN_34104,2026-06-03,6,7,0,0,1,1,3,10,166
CLN_34105,2026-06-03,1,2,0,0,1,0,2,1,522
CLN_34106,2026-06-03,2,0,0,0,2,0,3,4,556
CLN_34107,2026-06-03,1,0,1,181,1,0,1,12,197
CLN_34108,2026-06-03,4,91,5,0,3,0,2,7,527
CLN_34109,2026-06-03,2,48,1,0,2,1,2,4,893
CLN_34110,2026-06-03,4,0,4,0,5,0,15,110,503
CLN_34111,2026-06-03,1,6,1,0,2,0,4,3,38
CLN_34112,2026-06-03,2,9,1,0,2,0,7,26,156
CLN_34113,2026-06-03,4,10,1,0,2,0,26,18,389
CLN_34114,2026-06-03,1,9,2,0,1,0,9,13,633
CLN_34115,2026-06-03,0,0,2,0,3,0,1,23,501
CLN_34116,2026-06-03,2,66,0,0,1,0,0,40,664
CLN_34117,2026-06-03,0,6,0,0,1,0,2,14,299
CLN_34118,2026-06-03,3,13,1,0,4,0,1,9,295
CLN_34119,2026-06-03,4,7,0,0,1,1,11,14,388
CLN_34120,2026-06-03,3,2,0,0,1,1,1,9,804
CLN_34121,2026-06-03,2,0,1,194,1,1,0,2,375
CLN_34122,2026-06-03,14,8,1,0,2,1,1,15,420
CLN_34123,2026-06-03,8,8,0,0,2,0,7,11,887
CLN_34124,2026-06-03,1,105,0,0,3,0,2,3,385
CLN_34125,2026-06-03,3,10,0,0,3,0,1,52,763
CLN_34126,2026-06-03,10,9,1,0,1,0,5,22,552
CLN_34127,2026-06-03,2,6,0,0,1,1,3,6,433
CLN_34128,2026-06-03,5,13,0,0,1,2,12,2,302
CLN_34129,2026-06-03,9,138,4,0,1,0,8,16,784
CLN_34130,2026-06-03,1,3,0,0,1,1,2,6,381
CLN_34131,2026-06-03,7,13,0,0,3,0,23,15,687
CLN_34132,2026-06-03,3,128,0,0,6,0,24,5,740
CLN_34133,2026-06-03,0,11,6,0,3,0,1,10,304
CLN_34134,2026-06-03,5,34,1,0,2,1,22,3,504
CLN_34135,2026-06-03,4,3,0,0,2,0,0,1,120
CLN_34136,2026-06-03,3,12,0,0,1,2,1,1,66
CLN_34137,2026-06-03,1,37,1,0,2,1,5,10,684
CLN_34138,2026-06-03,1,69,1,0,4,1,3,6,542
CLN_34139,2026-06-03,13,6,4,0,3,2,1,21,574
CLN_34140,2026-06-03,8,8,2,0,7,2,1,34,349
CLN_34141,2026-06-03,4,10,0,0,1,2,6,21,107
CLN_34142,2026-06-03,6,89,1,0,4,0,2,15,598
CLN_34143,2026-06-03,10,183,1,0,1,0,10,8,452
CLN_34144,2026-06-03,5,5,0,0,1,1,3,3,442
CLN_34145,2026-06-03,2,2,0,0,1,0,1,9,603
CLN_34146,2026-06-03,1,8,2,0,2,0,0,13,495
CLN_34147,2026-06-03,3,3,1,0,1,0,0,10,596
CLN_34148,2026-06-03,2,1,7,0,2,0,2,3,220
CLN_34149,2026-06-03,1,10,2,0,2,1,1,2,648
CLN_34150,2026-06-03,9,0,2,0,1,0,2,16,607
CLN_34151,2026-06-03,8,20,7,0,5,0,1,48,352
CLN_34152,2026-06-03,7,4,3,0,2,0,13,4,522
CLN_34153,2026-06-03,1,14,0,0,1,0,3,1,273
CLN_34154,2026-06-03,9,126,0,0,1,1,2,4,679
CLN_34155,2026-06-03,12,11,1,0,3,0,3,23,770
CLN_34156,2026-06-03,2,3,3,0,3,1,3,3,657
CLN_34157,2026-06-03,2,3,5,0,2,1,2,8,363
CLN_34158,2026-06-03,4,0,1,0,5,0,0,1,135
CLN_34159,2026-06-03,1,140,0,0,1,0,0,5,873
CLN_34160,2026-06-03,24,1,2,0,2,0,3,14,59
CLN_34161,2026-06-03,4,9,0,164,7,1,7,8,499
CLN_34162,2026-06-03,2,0,3,0,3,0,11,17,210
CLN_34163,2026-06-03,7,12,0,0,1,1,0,2,299
CLN_34164,2026-06-03,1,5,0,0,1,0,2,1,376
CLN_34165,2026-06-03,4,8,1,0,1,0,2,8,789
CLN_34166,2026-06-03,11,6,4,198,3,0,7,30,663
CLN_34167,2026-06-03,3,0,3,0,3,0,4,2,466
CLN_34168,2026-06-03,2,0,0,0,6,0,9,9,659
CLN_34169,2026-06-03,5,3,0,0,8,1,1,8,894
CLN_34170,2026-06-03,1,6,2,0,3,0,2,7,441
CLN_34171,2026-06-03,3,3,2,0,1,0,1,2,863
CLN_34172,2026-06-03,5,48,0,0,1,1,15,17,31
CLN_34173,2026-06-03,12,2,2,0,3,1,27,28,384
CLN_34174,2026-06-03,1,1,0,170,1,1,4,5,667
CLN_34175,2026-06-03,2,12,1,0,1,0,0,4,815
CLN_34176,2026-06-03,2,12,2,0,5,2,7,14,796
CLN_34177,2026-06-03,4,5,2,0,1,0,9,6,237
CLN_34178,2026-06-03,1,14,1,0,2,1,1,13,293
CLN_34179,2026-06-03,2,10,4,0,5,0,17,15,565
CLN_34180,2026-06-03,1,3,3,0,3,0,24,41,110
CLN_34181,2026-06-03,1,6,0,0,1,0,0,24,421
CLN_34182,2026-06-03,2,7,0,0,2,0,3,12,134
CLN_34183,2026-06-03,8,2,1,190,1,0,0,21,311
CLN_34184,2026-06-03,4,10,3,0,3,1,5,12,679
CLN_34185,2026-06-03,4,12,1,0,3,0,1,21,500
CLN_34186,2026-06-03,6,168,0,0,1,1,3,2,661
CLN_34187,2026-06-03,4,8,0,176,1,0,5,8,300
CLN_34188,2026-06-03,7,9,3,0,7,0,9,12,535
CLN_34189,2026-06-03,2,12,2,0,4,1,5,2,564
CLN_34190,2026-06-03,2,5,7,0,2,0,12,25,228
CLN_34191,2026-06-03,1,4,2,0,4,0,5,7,515
CLN_34192,2026-06-03,2,52,0,0,1,0,35,26,521
CLN_34193,2026-06-03,2,13,1,0,1,0,13,9,846
CLN_34194,2026-06-03,8,4,4,177,5,0,2,48,729
CLN_34195,2026-06-03,2,11,0,0,2,1,1,3,830
CLN_34196,2026-06-03,4,14,10,0,4,0,3,16,503
CLN_34197,2026-06-03,1,5,3,0,3,0,1,7,651
CLN_34198,2026-06-03,7,87,6,0,1,1,1,29,65
CLN_34199,2026-06-03,3,88,8,0,4,1,3,12,306
CLN_34200,2026-06-03,3,74,0,0,1,0,4,5,865
CLN_34201,2026-06-03,1,35,3,0,4,0,1,18,577
CLN_34202,2026-06-03,5,10,2,0,4,0,1,46,439
CLN_34203,2026-06-03,4,12,0,167,1,0,2,4,710
CLN_34204,2026-06-03,3,33,0,0,1,0,4,7,299
CLN_34205,2026-06-03,2,12,0,186,1,0,1,1,158
CLN_34206,2026-06-03,4,6,0,0,1,0,2,3,851
CLN_34207,2026-06-03,1,171,6,0,1,1,18,5,554
CLN_34208,2026-06-03,2,12,2,0,2,0,1,2,747
CLN_34209,2026-06-03,2,87,0,0,2,1,1,7,743
CLN_34210,2026-06-03,9,13,3,0,5,1,4,20,895
CLN_34211,2026-06-03,0,144,1,0,1,0,2,4,811
CLN_34212,2026-06-03,1,2,1,168,1,0,8,3,99
CLN_34213,2026-06-03,22,41,0,0,2,1,2,2,317
CLN_34214,2026-06-03,0,66,0,0,3,0,1,5,466
CLN_34215,2026-06-03,6,5,2,0,1,0,2,8,846
CLN_34216,2026-06-03,2,5,2,0,1,0,1,10,470
CLN_34217,2026-06-03,2,2,0,0,3,1,1,2,288
CLN_34218,2026-06-03,20,61,7,0,1,0,1,13,497
CLN_34219,2026-06-03,4,9,1,0,3,0,1,22,641
CLN_34220,2026-06-03,7,143,0,0,3,0,2,24,551
CLN_34221,2026-06-03,2,0,0,0,3,1,1,5,441
CLN_34222,2026-06-03,1,3,0,0,2,0,1,1,401
CLN_34223,2026-06-03,7,1,1,0,3,1,13,9,721
CLN_34224,2026-06-03,1,13,0,0,1,0,1,4,456
CLN_34225,2026-06-03,8,90,0,0,5,0,2,8,413
CLN_34226,2026-06-03,10,13,4,0,3,0,4,7,589
CLN_34227,2026-06-03,8,180,1,0,2,2,3,54,610
CLN_34228,2026-06-03,1,34,2,0,6,1,9,9,574
CLN_34229,2026-06-03,2,8,5,0,3,0,3,5,158
CLN_34230,2026-06-03,8,10,12,0,6,0,1,6,467
CLN_34231,2026-06-03,2,7,6,0,1,1,4,2,558
CLN_34232,2026-06-03,3,13,2,0,1,1,1,6,666
CLN_34233,2026-06-03,4,1,2,0,3,0,2,4,582
CLN_34234,2026-06-03,1,11,0,0,2,1,0,3,189
CLN_34235,2026-06-03,2,6,1,0,1,1,3,3,430
CLN_34236,2026-06-03,2,5,4,0,2,0,2,5,435
CLN_34237,2026-06-03,4,171,0,0,5,0,1,2,136
CLN_34238,2026-06-03,2,94,7,0,8,0,3,36,510
CLN_34239,2026-06-03,2,6,0,0,2,0,1,9,160
CLN_34240,2026-06-03,4,6,3,0,5,0,8,11,625
CLN_34241,2026-06-03,1,56,0,0,1,0,8,41,147
CLN_34242,2026-06-03,9,2,0,0,1,1,2,8,265
CLN_34243,2026-06-03,2,78,1,0,1,0,1,6,186
CLN_34244,2026-06-03,5,9,0,182,2,0,3,1,330
CLN_34245,2026-06-03,2,11,6,0,1,1,5,27,110
CLN_34246,2026-06-03,3,134,4,0,5,2,35,19,504
CLN_34247,2026-06-03,5,7,4,0,3,0,14,6,136
CLN_34248,2026-06-03,4,6,10,191,6,0,4,3,479
CLN_34249,2026-06-03,2,95,0,0,1,0,1,16,269
CLN_34250,2026-06-03,7,7,5,0,1,0,26,22,485
CLN_34251,2026-06-03,2,0,3,0,3,0,3,17,182
CLN_34252,2026-06-03,1,126,2,0,2,0,3,3,611
CLN_34253,2026-06-03,1,8,6,0,1,0,2,7,59
CLN_34254,2026-06-03,12,11,1,180,1,2,10,41,673
CLN_34255,2026-06-03,6,171,4,182,1,1,2,25,81
CLN_34256,2026-06-03,3,150,1,0,1,0,2,2,186
CLN_34257,2026-06-03,1,53,0,0,3,1,11,11,158
CLN_34258,2026-06-03,2,86,3,0,4,1,0,20,777
CLN_34259,2026-06-03,2,96,0,0,2,1,1,1,813
CLN_34260,2026-06-03,2,10,1,0,1,0,5,12,478
CLN_34261,2026-06-03,1,0,6,0,1,2,6,31,546
CLN_34262,2026-06-03,1,11,1,0,3,2,2,8,237
CLN_34263,2026-06-03,0,156,0,0,1,1,0,14,185
CLN_34264,2026-06-03,5,33,4,0,4,0,1,6,164
CLN_34265,2026-06-03,1,2,3,0,1,1,3,10,212
CLN_34266,2026-06-03,4,177,2,0,1,0,1,12,567
CLN_34267,2026-06-03,4,1,7,0,6,2,2,6,227
CLN_34268,2026-06-03,10,0,2,0,5,0,13,24,463
CLN_34269,2026-06-03,4,10,3,0,4,0,5,3,419
CLN_34270,2026-06-03,3,84,1,0,6,0,1,12,353
CLN_34271,2026-06-03,2,2,2,0,1,0,1,8,871
CLN_34272,2026-06-03,3,11,4,168,3,0,3,7,848
CLN_34273,2026-06-03,1,108,0,0,1,1,5,44,620
CLN_34274,2026-06-03,4,151,0,0,1,0,0,6,712
CLN_34275,2026-06-03,1,0,0,164,2,0,2,9,193
CLN_34276,2026-06-03,3,5,2,0,1,1,10,74,471
CLN_34277,2026-06-03,1,10,1,0,1,1,1,16,664
CLN_34278,2026-06-03,4,3,1,0,3,0,2,47,456
CLN_34279,2026-06-03,1,3,0,0,1,0,1,2,361
CLN_34280,2026-06-03,3,0,4,0,3,1,7,5,350
CLN_34281,2026-06-03,2,174,0,0,2,0,1,1,890
CLN_34282,2026-06-03,2,9,0,197,2,0,1,5,791
CLN_34283,2026-06-03,1,2,6,0,4,1,3,12,391
CLN_34284,2026-06-03,9,13,4,0,4,0,5,32,690
CLN_34285,2026-06-03,4,13,1,0,1,0,34,13,83
CLN_34286,2026-06-03,2,132,1,0,4,0,42,3,319
CLN_34287,2026-06-03,1,9,1,0,1,0,2,2,530
CLN_34288,2026-06-03,5,12,2,0,3,3,3,17,81
CLN_34289,2026-06-03,2,3,2,0,1,1,9,12,365
