clinician_id,annual_patient_volume,revenue_band,num_locations,has_billing_system,accepts_insurance,is_group_practice
CLN_34530,426,$1M-$5M,1,1,0,0
CLN_34531,8775,<$1M,1,0,1,1
CLN_34532,8992,<$1M,3,1,1,1
CLN_34533,776,$1M-$5M,1,0,0,1
CLN_34534,1512,$5M-$20M,1,1,1,1
CLN_34535,1415,$1M-$5M,3,1,1,1
CLN_34536,152515,$20M-$100M,1,0,1,1
CLN_34537,1950,<$1M,1,0,1,1
CLN_34538,300,$5M-$20M,1,0,1,0
CLN_34539,83,<$1M,1,0,0,0
CLN_34540,274,$20M-$100M,1,1,1,0
CLN_34541,34799,$100M+,6,1,1,1
CLN_34542,1330,<$1M,9,1,1,1
CLN_34543,1619,<$1M,7,0,1,1
CLN_34544,139,<$1M,1,1,1,0
CLN_34545,16840,<$1M,1,1,0,1
CLN_34546,5554,$20M-$100M,1,1,1,1
CLN_34547,249,$1M-$5M,1,1,1,0
CLN_34548,1065,$5M-$20M,1,0,1,1
CLN_34549,104,$5M-$20M,1,1,1,0
CLN_34550,1505,$5M-$20M,1,1,0,1
CLN_34551,4511,<$1M,4,1,1,1
CLN_34552,324,$5M-$20M,1,1,1,0
CLN_34553,539,$5M-$20M,3,1,1,1
CLN_34554,896,$1M-$5M,1,1,1,1
CLN_34555,18398,<$1M,1,0,1,1
CLN_34556,1984,$5M-$20M,2,1,1,1
CLN_34557,185,$5M-$20M,1,0,1,0
CLN_34558,5622,$1M-$5M,2,0,1,1
CLN_34559,188104,$5M-$20M,1,0,1,1
CLN_34560,56,<$1M,1,1,1,0
CLN_34561,372,$100M+,1,1,1,1
CLN_34562,2062,$100M+,1,0,1,1
CLN_34563,8769,<$1M,1,1,1,1
CLN_34564,4369,$1M-$5M,4,1,1,1
CLN_34565,1085,$1M-$5M,1,1,1,1
CLN_34566,376,$1M-$5M,1,1,1,0
CLN_34567,281,$5M-$20M,1,1,1,0
CLN_34568,4086,$20M-$100M,1,0,1,1
CLN_34569,936,$5M-$20M,5,1,1,1
CLN_34570,574,$5M-$20M,1,0,1,1
CLN_34571,2891,$20M-$100M,1,1,0,1
CLN_34572,753,$20M-$100M,1,1,1,1
CLN_34573,302,$1M-$5M,1,1,1,0
CLN_34574,1481,<$1M,1,1,1,1
CLN_34575,405,$20M-$100M,1,1,1,0
CLN_34576,557,<$1M,1,1,1,0
CLN_34577,17111,$1M-$5M,4,1,1,1
CLN_34578,5442,$5M-$20M,5,1,1,1
CLN_34579,215,<$1M,1,1,1,0
CLN_34580,96,<$1M,1,1,1,0
CLN_34581,34317,$1M-$5M,1,1,1,1
CLN_34582,419,$5M-$20M,1,0,1,1
CLN_34583,12104,$1M-$5M,4,0,0,1
CLN_34584,1234,<$1M,6,1,1,1
CLN_34585,240,$20M-$100M,1,1,1,0
CLN_34586,200,$5M-$20M,1,0,1,0
CLN_34587,1735,<$1M,1,1,1,1
CLN_34588,1074,$5M-$20M,2,1,1,1
CLN_34589,2112,$1M-$5M,3,1,1,1
CLN_34590,69750,$1M-$5M,5,0,1,1
CLN_34591,977,$1M-$5M,1,1,1,1
CLN_34592,2475,$1M-$5M,1,0,1,1
CLN_34593,25484,<$1M,1,1,1,1
CLN_34594,185,<$1M,1,1,1,0
CLN_34595,337,$100M+,1,1,1,0
CLN_34596,606,$5M-$20M,1,1,1,1
CLN_34597,182,$5M-$20M,1,0,1,0
CLN_34598,143,$100M+,1,1,1,0
CLN_34599,147453,$20M-$100M,1,1,1,1
CLN_34600,22077,<$1M,8,0,1,1
CLN_34601,360,$1M-$5M,1,0,1,0
CLN_34602,262,<$1M,1,1,1,0
CLN_34603,1443,$1M-$5M,5,1,1,1
CLN_34604,42875,$20M-$100M,1,0,1,1
CLN_34605,12682,$1M-$5M,1,1,1,1
CLN_34606,925,$20M-$100M,7,1,1,1
CLN_34607,5995,<$1M,1,0,1,1
CLN_34608,1157,$20M-$100M,2,0,1,1
CLN_34609,636,$1M-$5M,1,1,1,0
CLN_34610,202641,$1M-$5M,1,1,1,1
CLN_34611,1608,$1M-$5M,3,1,1,1
CLN_34612,40488,$100M+,4,0,1,1
CLN_34613,1332,$1M-$5M,6,1,1,1
CLN_34614,286,$1M-$5M,1,0,1,0
CLN_34615,897,$1M-$5M,2,1,1,1
CLN_34616,60363,$5M-$20M,1,1,1,1
CLN_34617,740,$5M-$20M,3,1,1,1
CLN_34618,36927,$1M-$5M,5,1,1,1
CLN_34619,267,$20M-$100M,1,1,1,0
CLN_34620,829,$5M-$20M,1,1,1,0
CLN_34621,58801,$5M-$20M,3,1,1,1
CLN_34622,2127,<$1M,1,1,0,1
CLN_34623,6757,$100M+,1,1,1,1
CLN_34624,1495,$1M-$5M,1,1,1,1
CLN_34625,6375,<$1M,7,0,1,1
CLN_34626,11030,$1M-$5M,1,1,1,1
CLN_34627,206,<$1M,1,0,1,0
CLN_34628,276,$5M-$20M,1,1,1,0
CLN_34629,4444,$5M-$20M,7,1,1,1
CLN_34630,136,<$1M,1,1,1,0
CLN_34631,1263,$20M-$100M,1,0,0,1
CLN_34632,159,$1M-$5M,1,1,1,0
CLN_34633,14164,<$1M,1,1,1,1
CLN_34634,2912,<$1M,2,0,1,1
CLN_34635,722,<$1M,5,1,0,1
CLN_34636,59557,<$1M,5,1,1,1
CLN_34637,263,$1M-$5M,3,0,1,1
CLN_34638,1283,$1M-$5M,5,1,0,1
CLN_34639,1035,$1M-$5M,4,1,0,1
CLN_34640,35375,<$1M,3,1,1,1
CLN_34641,37393,$20M-$100M,1,1,0,1
CLN_34642,1138,$1M-$5M,4,1,1,1
CLN_34643,187,$100M+,1,1,0,0
CLN_34644,47264,<$1M,7,1,0,1
CLN_34645,2812,$1M-$5M,1,0,1,1
CLN_34646,2264,$1M-$5M,2,1,1,1
CLN_34647,10375,$1M-$5M,3,1,1,1
CLN_34648,250,$20M-$100M,1,0,1,0
CLN_34649,62040,$20M-$100M,2,1,1,1
CLN_34650,189,<$1M,1,1,1,0
CLN_34651,689,<$1M,1,1,1,1
CLN_34652,1630,$20M-$100M,1,1,1,1
CLN_34653,261,$5M-$20M,1,1,1,0
CLN_34654,645,<$1M,5,0,1,1
CLN_34655,2965,$5M-$20M,11,1,1,1
CLN_34656,2751,<$1M,1,0,1,1
CLN_34657,999,$20M-$100M,1,1,1,1
CLN_34658,8224,$20M-$100M,11,1,1,1
CLN_34659,778,<$1M,2,1,1,1
CLN_34660,9564,$20M-$100M,1,1,1,1
CLN_34661,593,<$1M,9,1,1,1
CLN_34662,2019,<$1M,14,1,1,1
CLN_34663,6573,$5M-$20M,11,0,1,1
CLN_34664,273,<$1M,1,0,1,0
CLN_34665,167,$20M-$100M,1,1,1,0
CLN_34666,2843,$5M-$20M,4,0,1,1
CLN_34667,45917,<$1M,2,1,0,1
CLN_34668,1567,<$1M,1,0,1,1
CLN_34669,8650,<$1M,8,1,1,1
CLN_34670,4034,$5M-$20M,4,1,0,1
CLN_34671,1460,$5M-$20M,1,1,1,1
CLN_34672,11188,$1M-$5M,1,0,0,1
CLN_34673,301,$5M-$20M,1,1,1,0
CLN_34674,439,$5M-$20M,1,1,1,1
CLN_34675,20753,$5M-$20M,2,1,1,1
CLN_34676,136,<$1M,1,1,1,0
CLN_34677,162,$20M-$100M,1,1,1,0
CLN_34678,356,$100M+,1,0,1,0
CLN_34679,1119,$20M-$100M,1,1,0,1
CLN_34680,288,$5M-$20M,1,1,1,0
CLN_34681,8304,<$1M,1,0,1,1
CLN_34682,815,$20M-$100M,1,1,1,1
CLN_34683,1277,$1M-$5M,3,1,1,1
CLN_34684,314,$5M-$20M,1,1,1,0
CLN_34685,209,$1M-$5M,1,1,1,0
CLN_34686,175,$5M-$20M,1,1,1,0
CLN_34687,5147,<$1M,1,1,1,1
CLN_34688,10188,<$1M,3,1,1,1
CLN_34689,54,<$1M,1,1,1,0
CLN_34690,205323,$5M-$20M,4,0,0,1
CLN_34691,1416,$5M-$20M,2,1,1,1
CLN_34692,327,$20M-$100M,1,1,1,0
CLN_34693,1351,<$1M,1,1,1,1
CLN_34694,1096,$100M+,4,0,0,1
CLN_34695,117,$5M-$20M,1,1,1,0
CLN_34696,4909,<$1M,2,1,1,1
CLN_34697,4739,$5M-$20M,1,0,1,1
CLN_34698,88970,$5M-$20M,3,1,0,1
CLN_34699,68965,<$1M,3,1,1,1
CLN_34700,3167,$100M+,4,1,1,1
CLN_34701,3601,$5M-$20M,1,1,1,1
CLN_34702,349,$1M-$5M,1,1,0,0
CLN_34703,85,$1M-$5M,1,1,1,0
CLN_34704,10432,<$1M,1,1,1,1
CLN_34705,2542,$5M-$20M,3,1,1,1
CLN_34706,222,$20M-$100M,1,0,1,0
CLN_34707,1491,$5M-$20M,6,0,0,1
CLN_34708,578,$20M-$100M,5,0,1,1
CLN_34709,1541,$100M+,1,1,1,1
CLN_34710,2304,$1M-$5M,1,1,1,1
CLN_34711,1444,$100M+,5,0,1,1
CLN_34712,695,<$1M,1,0,1,1
CLN_34713,1335,$20M-$100M,5,1,1,1
CLN_34714,410097,<$1M,1,0,1,1
CLN_34715,12499,$20M-$100M,1,1,1,1
CLN_34716,191,<$1M,1,0,0,0
CLN_34717,6604,$5M-$20M,6,1,1,1
CLN_34718,1724,<$1M,2,0,1,1
CLN_34719,154,$1M-$5M,1,1,1,0
CLN_34720,2921,<$1M,2,1,1,1
CLN_34721,4045,<$1M,3,0,1,1
CLN_34722,2635,$5M-$20M,1,1,0,1
CLN_34723,9458,<$1M,4,1,1,1
CLN_34724,6782,$5M-$20M,1,1,0,1
CLN_34725,233,$1M-$5M,1,1,1,0
CLN_34726,170,<$1M,1,1,1,0
CLN_34727,1879,$5M-$20M,1,1,1,1
CLN_34728,6733,<$1M,1,1,1,1
CLN_34729,4818,<$1M,5,1,1,1
CLN_34730,14017,$1M-$5M,1,1,0,1
CLN_34731,284,<$1M,1,0,1,1
CLN_34732,155,<$1M,1,0,1,0
CLN_34733,6776,$20M-$100M,1,0,0,1
CLN_34734,2418,$1M-$5M,10,1,0,1
CLN_34735,846,$5M-$20M,3,0,1,1
CLN_34736,233,$100M+,1,1,1,0
CLN_34737,178,$20M-$100M,1,1,1,0
CLN_34738,11494,$5M-$20M,13,0,1,1
CLN_34739,176,$5M-$20M,1,1,1,0
CLN_34740,103,$1M-$5M,1,1,1,0
CLN_34741,152,$5M-$20M,1,1,1,0
CLN_34742,13739,$1M-$5M,4,0,1,1
CLN_34743,4612,$1M-$5M,1,1,1,1
CLN_34744,14769,$100M+,3,0,1,1
CLN_34745,175,$1M-$5M,1,0,1,0
CLN_34746,93743,$1M-$5M,1,1,1,1
CLN_34747,186,$20M-$100M,1,1,1,0
CLN_34748,43055,$5M-$20M,4,0,0,1
CLN_34749,6081,$5M-$20M,4,1,0,1
CLN_34750,552,$1M-$5M,1,1,1,0
CLN_34751,1155,$5M-$20M,1,1,1,1
CLN_34752,1647,<$1M,4,1,1,1
CLN_34753,121,$1M-$5M,1,1,1,0
CLN_34754,2414,$5M-$20M,4,1,0,1
CLN_34755,131,$20M-$100M,1,1,1,0
CLN_34756,17427,$20M-$100M,2,1,1,1
CLN_34757,5097,$1M-$5M,5,1,1,1
CLN_34758,196,$1M-$5M,1,1,1,0
CLN_34759,3416,$5M-$20M,17,1,1,1
CLN_34760,4778,<$1M,1,0,1,1
CLN_34761,319,$1M-$5M,1,0,1,0
CLN_34762,719,$5M-$20M,3,1,0,1
CLN_34763,223,$20M-$100M,1,1,0,0
CLN_34764,9518,<$1M,4,0,1,1
CLN_34765,1034,$100M+,1,1,1,1
CLN_34766,2340,$1M-$5M,4,1,1,1
CLN_34767,9921,$1M-$5M,1,0,1,1
CLN_34768,413,$1M-$5M,4,1,1,1
CLN_34769,45290,$20M-$100M,1,0,1,1
CLN_34770,352,$5M-$20M,1,1,1,0
CLN_34771,703,$100M+,2,1,1,1
CLN_34772,1546,$1M-$5M,1,1,1,1
CLN_34773,277,<$1M,1,1,1,0
CLN_34774,201,<$1M,1,0,1,0
CLN_34775,10763,$1M-$5M,3,1,1,1
CLN_34776,846,$1M-$5M,2,1,1,1
CLN_34777,8921,$5M-$20M,2,0,1,1
CLN_34778,981,<$1M,1,1,1,1
CLN_34779,2141,$100M+,1,1,1,1
CLN_34780,79,$5M-$20M,1,0,1,0
CLN_34781,279,$20M-$100M,1,0,1,0
CLN_34782,1893,$20M-$100M,9,0,1,1
CLN_34783,903,<$1M,1,1,1,1
CLN_34784,165,$20M-$100M,1,0,1,0
CLN_34785,448,$20M-$100M,1,1,1,0
CLN_34786,8509,$1M-$5M,1,1,0,1
CLN_34787,11619,<$1M,8,1,1,1
CLN_34788,25362,$20M-$100M,6,1,1,1
CLN_34789,968,$1M-$5M,5,0,1,1
CLN_34790,2348,$20M-$100M,14,0,1,1
CLN_34791,1692,$1M-$5M,9,0,1,1
CLN_34792,127741,$5M-$20M,10,1,1,1
CLN_34793,25591,$1M-$5M,1,1,1,1
CLN_34794,1370,$5M-$20M,1,0,0,1
CLN_34795,12117,$20M-$100M,4,1,1,1
CLN_34796,4202,$1M-$5M,6,1,1,1
CLN_34797,4214,$5M-$20M,1,1,1,1
CLN_34798,477,$5M-$20M,9,1,1,1
CLN_34799,445087,$1M-$5M,5,0,1,1
CLN_34800,2145,$5M-$20M,3,1,1,1
CLN_34801,7019,$1M-$5M,1,0,1,1
CLN_34802,5996,$20M-$100M,12,1,1,1
CLN_34803,153,$1M-$5M,1,1,0,0
CLN_34804,559,$5M-$20M,1,1,0,0
CLN_34805,578,$5M-$20M,1,1,1,1
CLN_34806,148,$5M-$20M,1,1,1,0
CLN_34807,96,$20M-$100M,1,1,1,0
CLN_34808,1098,$20M-$100M,3,1,1,1
CLN_34809,12545,$5M-$20M,1,1,1,1
CLN_34810,127,<$1M,1,1,0,0
CLN_34811,206,$5M-$20M,1,1,1,0
CLN_34812,9354,<$1M,2,1,1,1
CLN_34813,35211,<$1M,1,1,1,1
CLN_34814,206,$5M-$20M,1,0,1,0
CLN_34815,2830,$1M-$5M,1,1,1,1
CLN_34816,303,<$1M,1,1,0,0
CLN_34817,1056,$5M-$20M,1,0,1,1
CLN_34818,132285,<$1M,4,0,1,1
CLN_34819,395,$1M-$5M,1,1,1,0
CLN_34820,878,<$1M,9,1,1,1
CLN_34821,1139,$1M-$5M,1,1,0,1
CLN_34822,29819,$1M-$5M,1,1,1,1
CLN_34823,90,<$1M,1,0,1,0
CLN_34824,1259,$5M-$20M,1,1,1,1
CLN_34825,72,<$1M,1,1,1,0
CLN_34826,690,$5M-$20M,4,1,1,1
CLN_34827,1650,<$1M,8,1,1,1
CLN_34828,954,<$1M,2,1,1,1
CLN_34829,5010,$1M-$5M,3,1,0,1
CLN_34830,1184,$5M-$20M,1,1,1,1
CLN_34831,633,$1M-$5M,3,1,1,1
CLN_34832,910,$1M-$5M,3,1,1,1
CLN_34833,75264,$5M-$20M,1,1,1,1
CLN_34834,2262,$5M-$20M,2,0,1,1
CLN_34835,217,$1M-$5M,1,1,1,0
CLN_34836,19128,$1M-$5M,8,1,1,1
CLN_34837,1080,<$1M,18,1,1,1
CLN_34838,12458,$1M-$5M,1,0,0,1
CLN_34839,10919,<$1M,1,0,1,1
CLN_34840,15898,<$1M,2,1,0,1
CLN_34841,800,$5M-$20M,3,0,1,1
CLN_34842,18911,$1M-$5M,1,0,1,1
CLN_34843,376,$5M-$20M,4,1,1,1
CLN_34844,1691,<$1M,1,1,1,1
CLN_34845,37812,$1M-$5M,1,1,0,1
CLN_34846,889,$1M-$5M,2,1,0,1
CLN_34847,22883,<$1M,2,1,1,1
CLN_34848,100,$1M-$5M,1,1,1,0
CLN_34849,232,$20M-$100M,1,1,1,0
CLN_34850,695,<$1M,6,0,1,1
CLN_34851,6466,$1M-$5M,3,1,0,1
CLN_34852,2589,$1M-$5M,1,1,1,1
CLN_34853,6746,$100M+,3,0,1,1
CLN_34854,131,$5M-$20M,1,0,1,0
CLN_34855,5496,$1M-$5M,3,0,0,1
CLN_34856,850,<$1M,1,0,1,1
CLN_34857,35652,<$1M,2,0,1,1
CLN_34858,119,<$1M,1,1,1,0
CLN_34859,92886,$5M-$20M,1,0,1,1
CLN_34860,1440,$1M-$5M,7,1,1,1
CLN_34861,5176,$1M-$5M,1,1,1,1
CLN_34862,7376,<$1M,2,0,1,1
CLN_34863,6845,$1M-$5M,3,0,0,1
CLN_34864,164,<$1M,1,0,1,0
CLN_34865,11729,$1M-$5M,1,1,1,1
CLN_34866,199,$100M+,1,1,1,0
CLN_34867,6681,<$1M,1,1,1,1
CLN_34868,273,$1M-$5M,1,1,1,0
CLN_34869,225,$20M-$100M,1,1,1,0
CLN_34870,696,$1M-$5M,1,1,0,1
CLN_34871,442,<$1M,1,0,1,0
CLN_34872,100,$1M-$5M,1,1,1,0
CLN_34873,12602,$20M-$100M,3,1,1,1
CLN_34874,954,$100M+,1,0,1,1
CLN_34875,183,$5M-$20M,1,1,1,0
CLN_34876,193,$5M-$20M,1,1,1,0
CLN_34877,160453,$20M-$100M,1,1,1,1
CLN_34878,357,<$1M,1,1,1,0
CLN_34879,25284,$5M-$20M,1,1,1,1
CLN_34880,339,$1M-$5M,1,0,1,0
CLN_34881,185,<$1M,1,1,1,0
CLN_34882,14985,$1M-$5M,1,0,1,1
CLN_34883,14967,<$1M,3,1,1,1
CLN_34884,1328,$5M-$20M,3,0,1,1
CLN_34885,213,$5M-$20M,1,1,1,0
CLN_34886,3758,$5M-$20M,1,0,1,1
CLN_34887,33072,$5M-$20M,1,0,1,1
CLN_34888,285,<$1M,1,0,1,0
CLN_34889,10732,<$1M,7,1,1,1
CLN_34890,1833,$5M-$20M,1,0,1,1
CLN_34891,977,<$1M,1,0,1,1
CLN_34892,4571,$20M-$100M,4,1,0,1
CLN_34893,1592,$20M-$100M,1,1,0,1
CLN_34894,8588,<$1M,1,1,1,1
CLN_34895,1466,<$1M,1,1,1,1
CLN_34896,230,<$1M,1,1,1,0
CLN_34897,38950,$5M-$20M,3,0,1,1
CLN_34898,1755,$1M-$5M,1,1,1,1
CLN_34899,475,$1M-$5M,1,1,1,0
CLN_34900,1053,$20M-$100M,7,0,1,1
CLN_34901,434,$5M-$20M,1,1,1,1
CLN_34902,8398,$5M-$20M,1,1,1,1
CLN_34903,8511,$1M-$5M,1,1,1,1
CLN_34904,192,$1M-$5M,1,1,1,0
CLN_34905,33149,$1M-$5M,6,0,0,1
CLN_34906,3960,<$1M,1,0,1,1
CLN_34907,39985,<$1M,1,1,0,1
CLN_34908,262,$5M-$20M,1,1,1,0
CLN_34909,9323,$20M-$100M,1,0,1,1
CLN_34910,80605,<$1M,3,1,1,1
CLN_34911,1822,$1M-$5M,9,0,1,1
CLN_34912,770,$1M-$5M,1,0,1,1
CLN_34913,100146,<$1M,1,0,1,1
CLN_34914,2451,$20M-$100M,11,1,1,1
CLN_34915,181,$5M-$20M,1,1,1,0
CLN_34916,826,$5M-$20M,1,1,1,1
CLN_34917,4210,$100M+,5,1,1,1
CLN_34918,7449,$1M-$5M,8,1,1,1
CLN_34919,570,<$1M,4,1,1,1
CLN_34920,1262,<$1M,2,0,1,1
CLN_34921,1133,$1M-$5M,1,1,1,1
CLN_34922,6065,$20M-$100M,1,1,1,1
CLN_34923,6569,$1M-$5M,1,1,1,1
CLN_34924,4310,$20M-$100M,1,1,1,1
CLN_34925,1017,$1M-$5M,2,0,1,1
CLN_34926,1127,$1M-$5M,2,1,1,1
CLN_34927,67920,$1M-$5M,1,1,1,1
CLN_34928,1175,$1M-$5M,2,1,1,1
CLN_34929,1145,$100M+,2,1,0,1
CLN_34930,10517,<$1M,1,1,1,1
CLN_34931,2810,<$1M,2,1,1,1
CLN_34932,141,$5M-$20M,1,1,1,0
CLN_34933,4700,$1M-$5M,1,0,1,1
CLN_34934,6760,<$1M,2,1,1,1
CLN_34935,138,$5M-$20M,1,1,1,0
CLN_34936,757,$1M-$5M,1,1,1,1
CLN_34937,1427,$5M-$20M,10,0,1,1
CLN_34938,397,$5M-$20M,3,0,1,1
CLN_34939,6710,<$1M,3,1,0,1
CLN_34940,1561,$1M-$5M,1,1,0,1
CLN_34941,12584,$1M-$5M,1,1,1,1
CLN_34942,133,$20M-$100M,1,1,1,0
CLN_34943,193,$1M-$5M,1,0,1,0
CLN_34944,217,<$1M,1,0,1,0
CLN_34945,16607,<$1M,1,1,0,1
CLN_34946,407,$1M-$5M,1,1,1,0
CLN_34947,287,$1M-$5M,1,1,1,0
CLN_34948,1083,$20M-$100M,1,1,1,1
CLN_34949,1268,$20M-$100M,1,1,1,1
CLN_34950,143,$1M-$5M,1,0,0,0
CLN_34951,515,$20M-$100M,1,1,1,0
CLN_34952,118,<$1M,1,1,1,0
CLN_34953,2372,$1M-$5M,3,1,1,1
CLN_34954,1735,$1M-$5M,2,0,0,1
CLN_34955,297,$100M+,1,1,1,0
CLN_34956,7116,<$1M,4,1,1,1
CLN_34957,1712,$5M-$20M,1,0,1,1
CLN_34958,224,<$1M,1,1,1,0
CLN_34959,8015,$1M-$5M,7,0,0,1
CLN_34960,2175,<$1M,2,1,1,1
CLN_34961,557,$1M-$5M,2,1,1,1
CLN_34962,2926,$5M-$20M,3,1,1,1
CLN_34963,861,$5M-$20M,4,1,1,1
CLN_34964,277,$5M-$20M,1,1,0,0
CLN_34965,6098,$100M+,2,0,1,1
CLN_34966,204,$5M-$20M,1,0,1,0
CLN_34967,1569,$20M-$100M,2,1,0,1
CLN_34968,179,$5M-$20M,1,1,1,0
CLN_34969,650,$5M-$20M,6,1,1,1
CLN_34970,144,<$1M,1,1,1,0
CLN_34971,25116,$1M-$5M,2,1,1,1
CLN_34972,267,$5M-$20M,1,0,1,0
CLN_34973,10504,$1M-$5M,5,1,1,1
CLN_34974,1392,$5M-$20M,2,1,0,1
CLN_34975,304,$5M-$20M,1,1,1,0
CLN_34976,546,<$1M,1,0,1,0
CLN_34977,2177,$5M-$20M,1,0,1,1
CLN_34978,868,<$1M,4,1,0,1
CLN_34979,21005,$1M-$5M,4,1,1,1
CLN_34980,14203,$1M-$5M,1,1,1,1
CLN_34981,281,$1M-$5M,1,1,0,0
CLN_34982,1322,$5M-$20M,4,1,1,1
CLN_34983,804,$1M-$5M,2,0,1,1
CLN_34984,8180,<$1M,6,1,1,1
CLN_34985,99,<$1M,1,1,1,0
CLN_34986,1864,$5M-$20M,6,1,1,1
CLN_34987,46641,<$1M,1,1,0,1
CLN_34988,609,$20M-$100M,3,1,1,1
CLN_34989,132291,<$1M,1,1,1,1
CLN_34990,721,$20M-$100M,1,1,0,1
CLN_34991,2135,$1M-$5M,3,1,1,1
CLN_34992,297,<$1M,1,1,1,0
CLN_34993,5052,$100M+,1,1,1,1
CLN_34994,5746,<$1M,1,0,0,1
CLN_34995,7758,$20M-$100M,1,1,1,1
CLN_34996,1350,$20M-$100M,1,0,0,1
CLN_34997,586,$1M-$5M,5,0,1,1
CLN_34998,961,$20M-$100M,2,1,1,1
CLN_34999,203,$20M-$100M,1,1,1,0
CLN_35000,1021,$20M-$100M,14,1,1,1
CLN_35001,8419,<$1M,1,1,1,1
CLN_35002,1738,<$1M,1,1,1,1
CLN_35003,542,<$1M,1,0,1,1
CLN_35004,341,<$1M,3,1,1,1
CLN_35005,1803,$20M-$100M,4,1,0,1
CLN_35006,1109,$5M-$20M,4,0,1,1
CLN_35007,25571,<$1M,3,1,1,1
CLN_35008,635,<$1M,1,0,0,1
CLN_35009,1780,$1M-$5M,1,0,1,1
CLN_35010,86714,$1M-$5M,1,1,0,1
CLN_35011,338,<$1M,1,1,1,0
CLN_35012,216620,$1M-$5M,3,1,1,1
CLN_35013,1931,$5M-$20M,1,0,0,1
CLN_35014,1016,$5M-$20M,6,1,1,1
CLN_35015,243,$1M-$5M,1,1,1,0
CLN_35016,96776,$5M-$20M,5,1,0,1
CLN_35017,243,$5M-$20M,1,1,1,0
CLN_35018,27823,$5M-$20M,1,0,0,1
CLN_35019,1227,$5M-$20M,1,0,1,1
CLN_35020,4777,$100M+,1,1,1,1
CLN_35021,224,$1M-$5M,1,1,1,0
CLN_35022,3648,<$1M,1,1,0,1
CLN_35023,2850,$20M-$100M,1,1,1,1
CLN_35024,3995,$1M-$5M,1,1,1,1
CLN_35025,1202,$5M-$20M,1,1,1,1
CLN_35026,1014,$1M-$5M,1,1,1,1
CLN_35027,774,<$1M,1,1,1,0
CLN_35028,117,$1M-$5M,1,1,1,0
CLN_35029,425,<$1M,1,1,1,0
CLN_35030,94,$1M-$5M,1,0,1,0
CLN_35031,120640,<$1M,1,0,0,1
CLN_35032,4675,<$1M,1,1,0,1
CLN_35033,9783,<$1M,3,1,1,1
CLN_35034,224,<$1M,1,1,1,0
CLN_35035,3530,<$1M,1,1,1,1
CLN_35036,79,$5M-$20M,1,1,0,0
CLN_35037,1066,$5M-$20M,3,0,1,1
CLN_35038,19621,$1M-$5M,4,1,1,1
CLN_35039,33382,$1M-$5M,1,1,1,1
CLN_35040,323,<$1M,1,1,1,0
CLN_35041,91588,$1M-$5M,1,0,0,1
CLN_35042,500,$1M-$5M,1,1,0,1
CLN_35043,238,$100M+,1,1,1,0
CLN_35044,599,<$1M,1,0,0,1
CLN_35045,3150,<$1M,1,1,1,1
CLN_35046,145,$5M-$20M,1,1,1,0
CLN_35047,776,<$1M,9,0,1,1
CLN_35048,2267,<$1M,2,1,0,1
CLN_35049,1055,$5M-$20M,1,1,1,1
CLN_35050,1229,$1M-$5M,6,0,1,1
CLN_35051,40609,$5M-$20M,8,1,0,1
CLN_35052,79,$20M-$100M,1,1,1,0
CLN_35053,669,$20M-$100M,5,1,0,1
CLN_35054,171,$1M-$5M,1,1,1,0
CLN_35055,158,<$1M,1,1,0,0
CLN_35056,34618,<$1M,1,1,0,1
CLN_35057,2242,<$1M,1,0,1,1
CLN_35058,2258,$5M-$20M,2,1,1,1
CLN_35059,10202,$1M-$5M,1,0,1,1
CLN_35060,7717,$1M-$5M,1,1,1,1
CLN_35061,240,$20M-$100M,1,1,1,0
CLN_35062,696,<$1M,1,1,0,1
CLN_35063,24307,$1M-$5M,1,0,1,1
CLN_35064,191,$5M-$20M,1,1,1,0
CLN_35065,771,$20M-$100M,2,0,1,1
CLN_35066,7475,<$1M,3,1,1,1
CLN_35067,25041,$1M-$5M,5,1,1,1
CLN_35068,396,$20M-$100M,1,0,1,1
CLN_35069,3310,<$1M,10,1,1,1
CLN_35070,43537,$1M-$5M,1,1,1,1
CLN_35071,24902,<$1M,4,1,1,1
CLN_35072,422,$1M-$5M,1,1,1,0
CLN_35073,4629,<$1M,3,1,1,1
CLN_35074,919,<$1M,1,1,0,1
CLN_35075,218,$1M-$5M,1,0,1,0
CLN_35076,2123,$20M-$100M,5,1,0,1
CLN_35077,8135,<$1M,12,1,1,1
CLN_35078,1417,$5M-$20M,1,0,1,1
CLN_35079,295,$1M-$5M,1,1,1,1
CLN_35080,17617,$1M-$5M,2,1,1,1
CLN_35081,1389,$5M-$20M,1,1,0,1
CLN_35082,6383,$5M-$20M,1,1,1,1
CLN_35083,1945,<$1M,1,1,1,1
CLN_35084,1756,$5M-$20M,3,1,1,1
CLN_35085,8233,$1M-$5M,4,1,1,1
CLN_35086,349,$20M-$100M,1,1,1,0
CLN_35087,2859,<$1M,1,0,0,1
CLN_35088,23789,$20M-$100M,1,1,0,1
CLN_35089,7949,$5M-$20M,3,1,1,1
CLN_35090,414,<$1M,1,0,1,0
CLN_35091,1209,$20M-$100M,1,0,0,1
CLN_35092,4907,$1M-$5M,1,1,1,1
CLN_35093,1657,<$1M,6,1,1,1
CLN_35094,141,$1M-$5M,1,1,1,0
CLN_35095,18055,$1M-$5M,2,1,1,1
CLN_35096,833,$5M-$20M,2,1,0,1
